ENSEMBL	ENTREZID	SYMBOL
ENSG00000164039	56898	BDH2
ENSG00000166166	115708	TRMT61A
ENSG00000196154	6275	S100A4
ENSG00000104738	4173	MCM4
ENSG00000138382	29081	METTL5
ENSG00000177119	196527	ANO6
ENSG00000137177	63971	KIF13A
ENSG00000177453	167359	NIM1K
ENSG00000100304	23170	TTLL12
ENSG00000166333	3611	ILK
ENSG00000168137	55209	SETD5
ENSG00000206455	6941	TCF19
ENSG00000109458	2549	GAB1
ENSG00000160712	3570	IL6R
ENSG00000013523	23357	ANGEL1
ENSG00000071967	79901	CYBRD1
ENSG00000198108	337876	CHSY3
ENSG00000136238	5879	RAC1
ENSG00000111615	11103	KRR1
ENSG00000155957	51643	TMBIM4
ENSG00000168906	4144	MAT2A
ENSG00000198805	4860	PNP
ENSG00000139880	64403	CDH24
ENSG00000111670	79158	GNPTAB
ENSG00000185483	4919	ROR1
ENSG00000136111	9882	TBC1D4
ENSG00000147471	11212	PLPBP
ENSG00000127948	5447	POR
ENSG00000134574	1643	DDB2
ENSG00000219481	55672	NBPF1
ENSG00000273604	100170841	EPOP
ENSG00000291348	401541	CENPP
ENSG00000243927	64968	MRPS6
ENSG00000116161	27101	CACYBP
ENSG00000162695	148867	SLC30A7
ENSG00000120688	11193	WBP4
ENSG00000166913	7529	YWHAB
ENSG00000063245	29924	EPN1
ENSG00000135801	27097	TAF5L
ENSG00000109323	4126	MANBA
ENSG00000275758	100037417	DDTL
ENSG00000128159	85378	TUBGCP6
ENSG00000179833	9792	SERTAD2
ENSG00000291110	147166	TRIM16L
ENSG00000099977	1652	DDT
ENSG00000099977	100037417	DDTL
ENSG00000139055	121506	ERP27
ENSG00000129009	3671	ISLR
ENSG00000167815	7001	PRDX2
ENSG00000260456	100506581	C16orf95
ENSG00000127561	9143	SYNGR3
ENSG00000185760	56479	KCNQ5
ENSG00000196968	170384	POFUT4
ENSG00000070214	23446	SLC44A1
ENSG00000103005	79650	USB1
ENSG00000066279	259266	ASPM
ENSG00000105996	3199	HOXA2
ENSG00000213341	1147	CHUK
ENSG00000175182	131408	FAM131A
ENSG00000122335	84947	SERAC1
ENSG00000103326	6650	CAPN15
ENSG00000140350	8125	ANP32A
ENSG00000166508	4176	MCM7
ENSG00000187735	6917	TCEA1
ENSG00000187735	133039973	LYPLA1-TCEA1
ENSG00000138080	11117	EMILIN1
ENSG00000086015	23139	MAST2
ENSG00000132535	1742	DLG4
ENSG00000175582	5870	RAB6A
ENSG00000172348	10231	RCAN2
ENSG00000149557	9638	FEZ1
ENSG00000149557	105369550	STT3A-AS1
ENSG00000231290	149773	APCDD1L-DT
ENSG00000172725	57175	CORO1B
ENSG00000198727	4519	MT-CYB
ENSG00000099365	112755	STX1B
ENSG00000136261	28969	BZW2
ENSG00000136867	1318	SLC31A2
ENSG00000163349	204851	HIPK1
ENSG00000221826	5671	PSG3
ENSG00000109685	7468	NSD2
ENSG00000265354	100287932	TIMM23
ENSG00000196313	9883	POM121
ENSG00000067992	5165	PDK3
ENSG00000164713	25798	BRI3
ENSG00000240859	100507642	LINC03014
ENSG00000140406	59274	TLNRD1
ENSG00000143036	126969	SLC44A3
ENSG00000169213	5865	RAB3B
ENSG00000128284	80833	APOL3
ENSG00000129245	9513	FXR2
ENSG00000184007	8073	PTP4A2
ENSG00000178878	81575	APOLD1
ENSG00000144744	9039	UBA3
ENSG00000146233	51302	CYP39A1
ENSG00000101049	10110	SGK2
ENSG00000189077	83862	TMEM120A
ENSG00000099256	56952	PRTFDC1
ENSG00000102302	2245	FGD1
ENSG00000164934	25879	DCAF13
ENSG00000008083	3720	JARID2
ENSG00000083799	1540	CYLD
ENSG00000087253	54947	LPCAT2
ENSG00000100714	4522	MTHFD1
ENSG00000128944	90417	KNSTRN
ENSG00000125877	3704	ITPA
ENSG00000132357	84674	CARD6
ENSG00000174738	9975	NR1D2
ENSG00000237928	100996570	NFIA-AS2
ENSG00000151366	4718	NDUFC2
ENSG00000183010	5831	PYCR1
ENSG00000162298	84447	SYVN1
ENSG00000211455	23012	STK38L
ENSG00000165105	158158	RASEF
ENSG00000241058	221078	NSUN6
ENSG00000178234	63917	GALNT11
ENSG00000126790	112849	L3HYPDH
ENSG00000165819	56339	METTL3
ENSG00000100823	328	APEX1
ENSG00000145349	817	CAMK2D
ENSG00000147324	9258	MFHAS1
ENSG00000145779	25816	TNFAIP8
ENSG00000105771	56006	SMG9
ENSG00000123395	60673	ATG101
ENSG00000196391	342132	ZNF774
ENSG00000169105	113189	CHST14
ENSG00000176834	54621	VSIG10
ENSG00000165197	2277	VEGFD
ENSG00000259024	100533496	TVP23C-CDRT4
ENSG00000082397	23136	EPB41L3
ENSG00000100625	51804	SIX4
ENSG00000196371	2526	FUT4
ENSG00000168918	3635	INPP5D
ENSG00000140398	79661	NEIL1
ENSG00000013016	30845	EHD3
ENSG00000288891	107984035	LOC107984035
ENSG00000288455	8482	SEMA7A
ENSG00000113658	4090	SMAD5
ENSG00000240445	2310	FOXO3B
ENSG00000073711	5523	PPP2R3A
ENSG00000108424	3837	KPNB1
ENSG00000067141	4756	NEO1
ENSG00000161010	51149	MRNIP
ENSG00000162929	84542	SANBR
ENSG00000235823	90271	OLMALINC
ENSG00000178307	8834	TMEM11
ENSG00000163686	57406	ABHD6
ENSG00000223802	10715	CERS1
ENSG00000119922	3433	IFIT2
ENSG00000147889	1029	CDKN2A
ENSG00000123159	10755	GIPC1
ENSG00000197121	80055	PGAP1
ENSG00000168374	378	ARF4
ENSG00000116406	80267	EDEM3
ENSG00000089050	10741	RBBP9
ENSG00000257702	151534	LBX2-AS1
ENSG00000213930	2592	GALT
ENSG00000154803	201163	FLCN
ENSG00000162636	284611	EEIG2
ENSG00000104824	3191	HNRNPL
ENSG00000101367	22919	MAPRE1
ENSG00000134874	22873	DZIP1
ENSG00000173039	5970	RELA
ENSG00000179431	24147	FJX1
ENSG00000164638	222962	SLC29A4
ENSG00000168952	29091	STXBP6
ENSG00000164684	619279	ZNF704
ENSG00000115275	7841	MOGS
ENSG00000005249	5577	PRKAR2B
ENSG00000088038	4849	CNOT3
ENSG00000125633	54520	CCDC93
ENSG00000166532	57494	RIMKLB
ENSG00000043143	23338	JADE2
ENSG00000176390	51379	CRLF3
ENSG00000182389	785	CACNB4
ENSG00000196152	7633	ZNF79
ENSG00000145332	57563	KLHL8
ENSG00000291973	6185	RPN2
ENSG00000132840	23743	BHMT2
ENSG00000113732	8992	ATP6V0E1
ENSG00000147408	55790	CSGALNACT1
ENSG00000164440	167838	TXLNB
ENSG00000119392	2733	GLE1
ENSG00000278211	140691	TRIM69
ENSG00000108551	51655	RASD1
ENSG00000159784	9715	FAM131B
ENSG00000117226	2635	GBP3
ENSG00000198055	2870	GRK6
ENSG00000182621	23236	PLCB1
ENSG00000182621	105372522	LOC105372522
ENSG00000169756	3987	LIMS1
ENSG00000034533	28990	ASTE1
ENSG00000253797	9724	UTP14C
ENSG00000163818	54585	LZTFL1
ENSG00000265763	118738	ZNF488
ENSG00000073060	949	SCARB1
ENSG00000144063	7851	MALL
ENSG00000144063	128966597	LOC128966597
ENSG00000143942	494143	CHAC2
ENSG00000137563	8836	GGH
ENSG00000197530	142678	MIB2
ENSG00000125657	8744	TNFSF9
ENSG00000175764	158135	TTLL11
ENSG00000110841	8496	PPFIBP1
ENSG00000124749	81578	COL21A1
ENSG00000281089	55054	ATG16L1
ENSG00000108231	9211	LGI1
ENSG00000275600	284098	PIGW
ENSG00000038427	1462	VCAN
ENSG00000072135	26469	PTPN18
ENSG00000140455	9960	USP3
ENSG00000102753	3839	KPNA3
ENSG00000072133	27330	RPS6KA6
ENSG00000175938	93129	ORAI3
ENSG00000259426	145694	KIF23-AS1
ENSG00000259426	105370876	LINC02896
ENSG00000105755	23474	ETHE1
ENSG00000184916	3714	JAG2
ENSG00000132274	10346	TRIM22
ENSG00000013561	9604	RNF14
ENSG00000259330	100505573	INAFM2
ENSG00000198890	55170	PRMT6
ENSG00000227816	6890	TAP1
ENSG00000048162	51491	NOP16
ENSG00000130810	56342	PPAN
ENSG00000165672	10935	PRDX3
ENSG00000138071	10097	ACTR2
ENSG00000284161	29904	EEF2K
ENSG00000269834	102724105	ZNF528-AS1
ENSG00000004897	996	CDC27
ENSG00000157538	10311	VPS26C
ENSG00000132406	85013	TMEM128
ENSG00000119938	5507	PPP1R3C
ENSG00000183530	253143	PRR14L
ENSG00000158552	130617	ZFAND2B
ENSG00000065802	51665	ASB1
ENSG00000139263	121227	LRIG3
ENSG00000223768	642852	LINC00205
ENSG00000223768	105372839	LOC105372839
ENSG00000130720	84929	FIBCD1
ENSG00000116830	8458	TTF2
ENSG00000111786	8683	SRSF9
ENSG00000146021	26249	KLHL3
ENSG00000249915	10016	PDCD6
ENSG00000112139	266727	MDGA1
ENSG00000284791	113523638	SMIM41
ENSG00000175073	80124	VCPIP1
ENSG00000133619	84626	KRABD3
ENSG00000144120	80775	TMEM177
ENSG00000144644	339896	GADL1
ENSG00000285756	389906	LOC389906
ENSG00000285756	107987330	FAM239C
ENSG00000184205	64061	TSPYL2
ENSG00000197093	79690	GAL3ST4
ENSG00000214184	644903	GCC2-AS1
ENSG00000157601	4599	MX1
ENSG00000174132	345757	FAM174A
ENSG00000294789	100101478	H2BW3P
ENSG00000135899	3431	SP110
ENSG00000117114	23266	ADGRL2
ENSG00000106299	8976	WASL
ENSG00000108518	5216	PFN1
ENSG00000124795	7913	DEK
ENSG00000273841	6880	TAF9
ENSG00000183955	387893	KMT5A
ENSG00000206282	5863	RGL2
ENSG00000100300	706	TSPO
ENSG00000175782	55508	SLC35E3
ENSG00000120008	55717	WDR11
ENSG00000149809	7108	TM7SF2
ENSG00000151327	283635	FAM177A1
ENSG00000151327	101927178	LOC101927178
ENSG00000196535	399687	MYO18A
ENSG00000068120	80347	COASY
ENSG00000284792	5728	PTEN
ENSG00000101236	11237	RNF24
ENSG00000179241	143458	LDLRAD3
ENSG00000131435	8572	PDLIM4
ENSG00000132141	10693	CCT6B
ENSG00000139233	84298	LLPH
ENSG00000155760	8324	FZD7
ENSG00000153162	654	BMP6
ENSG00000065491	55633	TBC1D22B
ENSG00000164889	6522	SLC4A2
ENSG00000181904	134553	C5orf24
ENSG00000146085	4594	MMUT
ENSG00000136928	9568	GABBR2
ENSG00000205250	1874	E2F4
ENSG00000114735	51409	HEMK1
ENSG00000109099	5376	PMP22
ENSG00000265808	9554	SEC22B
ENSG00000109971	3312	HSPA8
ENSG00000243004	101927668	MACC1-OT1
ENSG00000205189	65986	ZBTB10
ENSG00000283979	359845	RFLNB
ENSG00000128272	468	ATF4
ENSG00000182359	143879	KBTBD3
ENSG00000177570	401474	SAMD12
ENSG00000160305	23181	DIP2A
ENSG00000175489	126364	LRRC25
ENSG00000185219	353274	ZNF445
ENSG00000154027	26289	AK5
ENSG00000108799	2145	EZH1
ENSG00000138459	55032	SLC35A5
ENSG00000104331	54928	BPNT2
ENSG00000126246	79713	IGFLR1
ENSG00000164168	55751	TMEM184C
ENSG00000147133	6872	TAF1
ENSG00000203943	148418	SAMD13
ENSG00000151743	196394	AMN1
ENSG00000149256	26011	TENM4
ENSG00000127666	148022	TICAM1
ENSG00000133321	5920	PLAAT4
ENSG00000111199	59341	TRPV4
ENSG00000071794	6596	HLTF
ENSG00000136813	23392	ECPAS
ENSG00000185480	55010	PARPBP
ENSG00000143622	6016	RIT1
ENSG00000123933	10608	MXD4
ENSG00000132334	5791	PTPRE
ENSG00000127920	2791	GNG11
ENSG00000273772	6606	SMN1
ENSG00000273772	6607	SMN2
ENSG00000246174	100289388	KCTD21-AS1
ENSG00000103187	23406	COTL1
ENSG00000027697	3459	IFNGR1
ENSG00000135185	79161	TMEM243
ENSG00000228315	91316	GUSBP11
ENSG00000139428	326625	MMAB
ENSG00000160867	2264	FGFR4
ENSG00000090097	57060	PCBP4
ENSG00000105737	2901	GRIK5
ENSG00000164164	54726	OTUD4
ENSG00000102935	23090	ZNF423
ENSG00000137497	4926	NUMA1
ENSG00000102098	10389	SCML2
ENSG00000156170	137682	NDUFAF6
ENSG00000089225	6910	TBX5
ENSG00000197182	150381	PRR34-AS1
ENSG00000197182	400931	MIRLET7BHG
ENSG00000197182	124905135	LOC124905135
ENSG00000164142	729830	FHIP1A
ENSG00000163576	151651	EFHB
ENSG00000290545	285905	INTS4P1
ENSG00000074416	11343	MGLL
ENSG00000197451	3182	HNRNPAB
ENSG00000173376	79625	NDNF
ENSG00000077312	6626	SNRPA
ENSG00000145817	81555	YIPF5
ENSG00000235652	100507557	EPM2A-DT
ENSG00000124198	10564	ARFGEF2
ENSG00000084733	10890	RAB10
ENSG00000149761	84304	NUDT22
ENSG00000186350	6256	RXRA
ENSG00000113407	6897	TARS1
ENSG00000168010	89849	ATG16L2
ENSG00000107819	81855	SFXN3
ENSG00000162520	81493	SYNC
ENSG00000162882	23498	HAAO
ENSG00000186952	642987	TMEM232
ENSG00000133422	22880	MORC2
ENSG00000242732	340526	RTL5
ENSG00000165156	11244	ZHX1
ENSG00000171204	55863	TMEM126B
ENSG00000177697	977	CD151
ENSG00000206561	8292	COLQ
ENSG00000261609	8139	GAN
ENSG00000146830	64599	GIGYF1
ENSG00000090273	10726	NUDC
ENSG00000100359	27352	SGSM3
ENSG00000119280	84886	C1orf198
ENSG00000104853	1209	CLPTM1
ENSG00000182107	161291	TMEM30B
ENSG00000137942	54874	FNBP1L
ENSG00000205476	317762	CCDC85C
ENSG00000173276	49854	ZBTB21
ENSG00000006831	79602	ADIPOR2
ENSG00000173114	54674	LRRN3
ENSG00000120675	29103	DNAJC15
ENSG00000147454	51312	SLC25A37
ENSG00000133106	94240	EPSTI1
ENSG00000113119	55374	TMCO6
ENSG00000139718	23067	SETD1B
ENSG00000163602	23429	RYBP
ENSG00000070366	23293	SMG6
ENSG00000074660	8578	SCARF1
ENSG00000160469	84446	BRSK1
ENSG00000125945	80818	ZNF436
ENSG00000234456	100505881	MAGI2-AS3
ENSG00000063660	2817	GPC1
ENSG00000091844	26575	RGS17
ENSG00000162402	23358	USP24
ENSG00000258366	51750	RTEL1
ENSG00000287315	101927401	LOC101927401
ENSG00000168090	10980	COPS6
ENSG00000236548	7955	RNF217-AS1
ENSG00000133466	114904	C1QTNF6
ENSG00000141655	8792	TNFRSF11A
ENSG00000177981	140461	ASB8
ENSG00000174652	10781	ZNF266
ENSG00000182093	7485	GET1
ENSG00000215012	79680	RTL10
ENSG00000087338	64395	GMCL1
ENSG00000108061	8036	SHOC2
ENSG00000134248	10542	LAMTOR5
ENSG00000079332	56681	SAR1A
ENSG00000173065	55731	FAM222B
ENSG00000196700	57473	ZNF512B
ENSG00000196182	83931	STK40
ENSG00000170542	5272	SERPINB9
ENSG00000076555	32	ACACB
ENSG00000255874	283487	PRECSIT
ENSG00000134744	23318	TUT4
ENSG00000186409	728621	CCDC30
ENSG00000047621	57102	FERRY3
ENSG00000234947	8859	WHR1
ENSG00000123572	203447	NRK
ENSG00000275837	6598	SMARCB1
ENSG00000088256	2767	GNA11
ENSG00000100075	6576	SLC25A1
ENSG00000269293	100129195	ZSCAN16-AS1
ENSG00000164828	23353	SUN1
ENSG00000198919	9666	DZIP3
ENSG00000135870	149041	RC3H1
ENSG00000290846	107985911	LOC107985911
ENSG00000166170	9529	BAG5
ENSG00000144802	64332	NFKBIZ
ENSG00000036054	55773	TBC1D23
ENSG00000145012	4026	LPP
ENSG00000204256	6046	BRD2
ENSG00000170027	7532	YWHAG
ENSG00000187479	387763	C11orf96
ENSG00000204991	84501	SPIRE2
ENSG00000053254	1112	FOXN3
ENSG00000077616	10003	NAALAD2
ENSG00000091039	114882	OSBPL8
ENSG00000204936	57126	CD177
ENSG00000286019	100996763	NOTCH2NLB
ENSG00000198830	3151	HMGN2
ENSG00000101246	10139	ARFRP1
ENSG00000178950	2580	GAK
ENSG00000166448	222865	TMEM130
ENSG00000164548	29896	TRA2A
ENSG00000156869	391059	FRRS1
ENSG00000310526	653635	WASH7P
ENSG00000145358	115265	DDIT4L
ENSG00000133641	91298	RLIG1
ENSG00000113638	23548	TTC33
ENSG00000144040	94097	SFXN5
ENSG00000188629	7730	ZNF177
ENSG00000188629	100529215	ZNF559-ZNF177
ENSG00000213949	3672	ITGA1
ENSG00000143158	25874	MPC2
ENSG00000168955	79853	TM4SF20
ENSG00000105058	26017	FAM32A
ENSG00000166446	124359	CDYL2
ENSG00000291237	6648	SOD2
ENSG00000008324	51188	SS18L2
ENSG00000054219	4065	LY75
ENSG00000177192	80324	PUS1
ENSG00000101333	5332	PLCB4
ENSG00000102466	2259	FGF14
ENSG00000165914	145567	TTC7B
ENSG00000001629	54467	ANKIB1
ENSG00000143033	22823	MTF2
ENSG00000184117	8508	NIPSNAP1
ENSG00000281709	10168	ZNF197
ENSG00000281709	110354863	ZNF660-ZNF197
ENSG00000104529	1936	EEF1D
ENSG00000272686	116435299	WASL-DT
ENSG00000091127	54517	PUS7
ENSG00000172869	1657	DMXL1
ENSG00000114978	55233	MOB1A
ENSG00000121644	51029	DESI2
ENSG00000138375	50485	SMARCAL1
ENSG00000235501	729970	CNN3-DT
ENSG00000235501	101928098	ALG14-AS1
ENSG00000226248	1192	CLIC1
ENSG00000169714	7555	CNBP
ENSG00000123178	57213	SPRYD7
ENSG00000064961	10362	HMG20B
ENSG00000139437	84260	TCHP
ENSG00000099992	83874	TBC1D10A
ENSG00000109762	83891	SNX25
ENSG00000136828	9649	RALGPS1
ENSG00000140285	2252	FGF7
ENSG00000101605	8736	MYOM1
ENSG00000105364	51073	MRPL4
ENSG00000132475	3021	H3-3B
ENSG00000141753	3487	IGFBP4
ENSG00000225032	102723566	LOC102723566
ENSG00000118197	83479	DDX59
ENSG00000185442	400451	FAM174B
ENSG00000112033	5467	PPARD
ENSG00000205838	153657	TTC23L
ENSG00000135074	8728	ADAM19
ENSG00000163328	151556	GPR155
ENSG00000182568	6304	SATB1
ENSG00000197283	8831	SYNGAP1
ENSG00000231768	100506795	LINC01354
ENSG00000242441	11036	GTF2A1L
ENSG00000105607	2639	GCDH
ENSG00000124177	84181	CHD6
ENSG00000143498	9015	TAF1A
ENSG00000107679	59338	PLEKHA1
ENSG00000078177	55728	N4BP2
ENSG00000282752	9150	CTDP1
ENSG00000124466	27076	LYPD3
ENSG00000274349	26149	ZNF658
ENSG00000073910	10129	FRY
ENSG00000126602	10131	TRAP1
ENSG00000250337	643401	PURPL
ENSG00000206573	440944	THUMPD3-AS1
ENSG00000113369	57561	ARRDC3
ENSG00000291211	440300	LOC440300
ENSG00000170581	6773	STAT2
ENSG00000141030	8533	COPS3
ENSG00000130005	2593	GAMT
ENSG00000135778	84284	NTPCR
ENSG00000079102	862	RUNX1T1
ENSG00000160050	79140	CCDC28B
ENSG00000184154	120356739	LRRC51
ENSG00000157502	139221	PWWP3B
ENSG00000165916	5702	PSMC3
ENSG00000135540	57224	NHSL1
ENSG00000162618	64123	ADGRL4
ENSG00000249992	25907	TMEM158
ENSG00000126522	435	ASL
ENSG00000138031	109	ADCY3
ENSG00000155269	27201	GPR78
ENSG00000101004	22981	NINL
ENSG00000186462	4674	NAP1L2
ENSG00000198909	4215	MAP3K3
ENSG00000085563	5243	ABCB1
ENSG00000134255	10390	CEPT1
ENSG00000130202	5819	NECTIN2
ENSG00000139625	7786	MAP3K12
ENSG00000283654	100128908	CIROP
ENSG00000088833	55968	NSFL1C
ENSG00000084754	3030	HADHA
ENSG00000150991	7316	UBC
ENSG00000120217	29126	CD274
ENSG00000114209	11235	PDCD10
ENSG00000134030	9811	CTIF
ENSG00000141552	51529	ANAPC11
ENSG00000138646	51191	HERC5
ENSG00000165795	57447	NDRG2
ENSG00000162434	3716	JAK1
ENSG00000104611	63898	SH2D4A
ENSG00000095319	23511	NUP188
ENSG00000104885	84444	DOT1L
ENSG00000169499	59339	PLEKHA2
ENSG00000161249	93099	DMKN
ENSG00000152939	153562	MARVELD2
ENSG00000137500	60492	CCDC90B
ENSG00000124145	6385	SDC4
ENSG00000147905	84186	ZCCHC7
ENSG00000040199	23035	PHLPP2
ENSG00000133104	23111	SPART
ENSG00000181610	51649	MRPS23
ENSG00000162413	9903	KLHL21
ENSG00000169031	1285	COL4A3
ENSG00000125447	23163	GGA3
ENSG00000116906	8443	GNPAT
ENSG00000065150	3843	IPO5
ENSG00000108852	4355	MPP2
ENSG00000091409	3655	ITGA6
ENSG00000088367	2036	EPB41L1
ENSG00000133731	3612	IMPA1
ENSG00000130508	7837	PXDN
ENSG00000214753	221092	HNRNPUL2
ENSG00000102317	5935	RBM3
ENSG00000130733	78992	YIPF2
ENSG00000136827	1861	TOR1A
ENSG00000135838	80896	NPL
ENSG00000099219	79956	ERMP1
ENSG00000123989	79586	CHPF
ENSG00000188603	1201	CLN3
ENSG00000103034	65009	NDRG4
ENSG00000197265	2961	GTF2E2
ENSG00000132801	140831	ZSWIM3
ENSG00000188921	401494	HACD4
ENSG00000224608	3106	HLA-B
ENSG00000136051	23325	WASHC4
ENSG00000160179	9619	ABCG1
ENSG00000132002	3337	DNAJB1
ENSG00000198865	100129792	CCDC152
ENSG00000116690	10216	PRG4
ENSG00000114948	8745	ADAM23
ENSG00000164081	51368	TEX264
ENSG00000081870	51668	IFT25
ENSG00000119227	80235	PIGZ
ENSG00000176387	3291	HSD11B2
ENSG00000123908	27161	AGO2
ENSG00000162073	124222	PAQR4
ENSG00000115306	6711	SPTBN1
ENSG00000163877	79753	SNIP1
ENSG00000145740	64924	SLC30A5
ENSG00000260032	647979	NORAD
ENSG00000111667	8078	USP5
ENSG00000167555	84436	ZNF528
ENSG00000050165	27122	DKK3
ENSG00000169410	5780	PTPN9
ENSG00000184863	155435	RBM33
ENSG00000141934	8612	PLPP2
ENSG00000197635	1803	DPP4
ENSG00000204852	79600	TCTN1
ENSG00000291600	57730	ANKRD36B
ENSG00000141429	2589	GALNT1
ENSG00000177951	51272	BET1L
ENSG00000291803	10038	PARP2
ENSG00000111602	8914	TIMELESS
ENSG00000172156	6356	CCL11
ENSG00000087269	8602	NOP14
ENSG00000146648	1956	EGFR
ENSG00000148153	58493	INIP
ENSG00000115514	10190	TXNDC9
ENSG00000136244	3569	IL6
ENSG00000184702	5413	SEPTIN5
ENSG00000185972	881	CCIN
ENSG00000188647	375743	PTAR1
ENSG00000224470	342371	ATXN1L
ENSG00000213923	1454	CSNK1E
ENSG00000125037	55831	EMC3
ENSG00000135932	51719	CAB39
ENSG00000144306	79634	SCRN3
ENSG00000243137	5672	PSG4
ENSG00000161281	1346	COX7A1
ENSG00000281320	9149	DYRK1B
ENSG00000099821	5442	POLRMT
ENSG00000198171	65992	DDRGK1
ENSG00000020181	25960	ADGRA2
ENSG00000148985	27315	PGAP2
ENSG00000160007	2909	ARHGAP35
ENSG00000177432	266812	NAP1L5
ENSG00000095951	3096	HIVEP1
ENSG00000164332	134510	UBLCP1
ENSG00000204304	5089	PBX2
ENSG00000163131	1520	CTSS
ENSG00000151065	196513	DCP1B
ENSG00000033627	535	ATP6V0A1
ENSG00000291975	101060684	NBPF26
ENSG00000172817	9420	CYP7B1
ENSG00000183826	114781	BTBD9
ENSG00000149923	5531	PPP4C
ENSG00000108946	5573	PRKAR1A
ENSG00000114982	55683	KANSL3
ENSG00000168101	84309	NUDT16L1
ENSG00000213246	6827	SUPT4H1
ENSG00000155085	221264	AK9
ENSG00000108588	57003	CCDC47
ENSG00000130600	283120	H19
ENSG00000144366	51454	GULP1
ENSG00000138400	130752	MDH1B
ENSG00000154319	83648	FAM167A
ENSG00000145191	8893	EIF2B5
ENSG00000187555	7874	USP7
ENSG00000134265	8774	NAPG
ENSG00000070476	79364	ZXDC
ENSG00000290948	80154	GOLGA2P10
ENSG00000105254	1155	TBCB
ENSG00000166435	143570	XRRA1
ENSG00000178449	84987	COX14
ENSG00000163637	166336	PRICKLE2
ENSG00000160014	808	CALM3
ENSG00000139220	8499	PPFIA2
ENSG00000163545	81788	NUAK2
ENSG00000183775	57528	KCTD16
ENSG00000152818	7402	UTRN
ENSG00000144118	5899	RALB
ENSG00000166313	322	APBB1
ENSG00000177889	7334	UBE2N
ENSG00000196776	961	CD47
ENSG00000143569	9898	UBAP2L
ENSG00000184374	10584	COLEC10
ENSG00000188566	27158	NDOR1
ENSG00000132467	57050	UTP3
ENSG00000017260	27032	ATP2C1
ENSG00000065534	4638	MYLK
ENSG00000196220	9901	SRGAP3
ENSG00000083099	57226	LYRM2
ENSG00000117569	58155	PTBP2
ENSG00000180488	374986	MIGA1
ENSG00000109576	51166	AADAT
ENSG00000166454	23300	ATMIN
ENSG00000102882	5595	MAPK3
ENSG00000163521	79411	GLB1L
ENSG00000136718	92856	IMP4
ENSG00000170540	23204	ARL6IP1
ENSG00000085721	54700	RRN3
ENSG00000042753	1175	AP2S1
ENSG00000144891	185	AGTR1
ENSG00000167705	83547	RILP
ENSG00000089335	55900	ZNF302
ENSG00000277401	7082	TJP1
ENSG00000068912	27248	ERLEC1
ENSG00000179262	5886	RAD23A
ENSG00000204334	285141	ERICH2
ENSG00000259291	109729181	ZNF710-AS1
ENSG00000090006	8425	LTBP4
ENSG00000023330	211	ALAS1
ENSG00000103194	9100	USP10
ENSG00000148396	9919	SEC16A
ENSG00000285022	9258	MFHAS1
ENSG00000136628	2058	EPRS1
ENSG00000135090	51347	TAOK3
ENSG00000169826	55454	CSGALNACT2
ENSG00000170917	11162	NUDT6
ENSG00000174456	400073	C12orf76
ENSG00000182195	23641	LDOC1
ENSG00000033327	9846	GAB2
ENSG00000086061	3301	DNAJA1
ENSG00000068781	286749	STON1-GTF2A1L
ENSG00000108784	4669	NAGLU
ENSG00000214530	10809	STARD10
ENSG00000291137	2630	GBA1LP
ENSG00000293442	5616	PRKY
ENSG00000023318	23071	ERP44
ENSG00000106785	9830	TRIM14
ENSG00000174791	9610	RIN1
ENSG00000278622	79042	TSEN34
ENSG00000145681	1404	HAPLN1
ENSG00000224952	5089	PBX2
ENSG00000293270	100132594	PGAM1P5
ENSG00000158769	50848	F11R
ENSG00000106780	1955	MEGF9
ENSG00000167257	257160	RNF214
ENSG00000114251	7474	WNT5A
ENSG00000272414	100631383	FAM47E-STBD1
ENSG00000125744	6253	RTN2
ENSG00000158062	91544	UBXN11
ENSG00000143847	8497	PPFIA4
ENSG00000135931	80210	ARMC9
ENSG00000167136	2021	ENDOG
ENSG00000157796	57728	WDR19
ENSG00000181804	285195	SLC9A9
ENSG00000127837	14	AAMP
ENSG00000008282	6856	SYPL1
ENSG00000273993	5796	PTPRK
ENSG00000057657	639	PRDM1
ENSG00000183077	125061	AFMID
ENSG00000072110	87	ACTN1
ENSG00000128928	3712	IVD
ENSG00000064703	11218	DDX20
ENSG00000116729	79971	WLS
ENSG00000089597	23193	GANAB
ENSG00000101856	10857	PGRMC1
ENSG00000140488	60677	CELF6
ENSG00000158806	10361	NPM2
ENSG00000189227	145853	C15orf61
ENSG00000136732	2995	GYPC
ENSG00000106049	11112	HIBADH
ENSG00000139200	196500	PIANP
ENSG00000156928	115416	MALSU1
ENSG00000164366	133957	CCDC127
ENSG00000101189	55257	MRGBP
ENSG00000144228	339745	SPOPL
ENSG00000163820	79443	FYCO1
ENSG00000134539	3824	KLRD1
ENSG00000111540	5869	RAB5B
ENSG00000103966	30844	EHD4
ENSG00000082641	4779	NFE2L1
ENSG00000205084	79583	TMEM231
ENSG00000168575	6575	SLC20A2
ENSG00000139921	81542	TMX1
ENSG00000164327	253260	RICTOR
ENSG00000026508	960	CD44
ENSG00000263290	10067	SCAMP3
ENSG00000076928	9138	ARHGEF1
ENSG00000131043	25980	AAR2
ENSG00000144648	1238	ACKR2
ENSG00000220205	6844	VAMP2
ENSG00000171163	55657	ZNF692
ENSG00000099326	7593	MZF1
